,id,from,to,priority,type,shape,length,speed,lane_id,num_lane,from_region,to_region,region
172,-141192784,276042537,276039996,4,highway.residential,"7306.45,6702.00 7297.65,6698.74 7285.14,6694.64 7281.56,6693.70",41.89,13.89,-141192784_0,1,9,9,9
173,-141192788,276039996,276039994,4,highway.residential,"7276.17,6682.43 7277.41,6679.68 7308.88,6633.37",72.23,13.89,-141192788_0,1,9,9,9
174,-141193178,1545688539,275518214,4,highway.residential,"6859.72,6170.14 6824.33,6148.94 6740.00,6101.37 6642.48,6059.29 6605.51,6041.65",305.77,13.89,-141193178_0,1,9,9,9
175,-141193179#0,1545688576,1314092932,4,highway.residential,"6911.59,6531.36 6863.50,6542.68 6820.39,6553.03 6817.39,6555.89 6817.04,6558.01",117.60,13.89,-141193179#0_0,1,9,9,9
176,-141193179#1,281480487,1545688576,4,highway.residential,"6939.97,6523.47 6925.82,6527.65",26.47,13.89,-141193179#1_0,1,9,9,9
177,-141193179#2,1545688565,281480487,4,highway.residential,"7095.02,6509.99 7076.92,6504.55 7037.28,6502.71 7004.39,6506.05 6955.32,6519.20",153.76,13.89,-141193179#2_0,1,9,9,9
178,-141193180,276043438,1545688576,4,highway.residential,"6913.64,6578.67 6914.25,6566.60 6917.08,6536.13",58.78,13.89,-141193180_0,1,9,9,9
179,-141193181#0,1314092932,1545829986,4,highway.residential,"6806.57,6565.22 6796.44,6563.60 6794.13,6563.21",26.11,13.89,-141193181#0_0,1,9,9,9
180,-141193181#1,276043438,1314092932,4,highway.residential,"6906.96,6586.48 6883.74,6581.74 6820.83,6567.91",102.87,13.89,-141193181#1_0,1,9,9,9
181,-141193181#2,276043179,276043438,4,highway.residential,"6950.74,6603.03 6944.63,6598.42 6931.49,6592.56 6920.80,6589.71",45.93,13.89,-141193181#2_0,1,9,9,9
182,-141193182#0,278507323,1545829986,4,highway.residential,"6844.22,6339.18 6835.88,6368.89 6827.30,6403.69 6806.54,6472.23 6784.20,6541.17 6786.82,6549.68",238.94,13.89,-141193182#0_0,1,9,9,9
183,-141193182#1,1545688539,278507323,4,highway.residential,"6868.90,6182.40 6865.03,6214.84 6860.04,6258.15 6854.30,6299.77 6847.92,6325.30",160.19,13.89,-141193182#1_0,1,9,9,9
184,-141193183,1545781194,1545688539,4,highway.residential,"6903.12,5890.80 6899.78,5896.91 6897.09,5906.79 6874.95,6116.34 6870.75,6164.51",297.33,13.89,-141193183_0,1,9,9,9
185,-141210351#0,278507320,1545848730,4,highway.residential,"7053.46,6297.20 7069.58,6316.14 7090.63,6347.40 7100.72,6369.48 7113.59,6386.23 7125.95,6397.87 7139.06,6411.36 7152.59,6420.59 7166.97,6433.53 7178.77,6445.23 7197.93,6461.49 7213.39,6474.30 7225.10,6483.57 7240.97,6495.03 7258.23,6502.41 7273.23,6505.24",331.44,13.89,-141210351#0_0,1,9,9,9
186,-141210351#1,1545781276,278507320,4,highway.residential,"6992.33,6245.45 7000.84,6251.99 7012.01,6261.33 7042.47,6286.18",77.91,13.89,-141210351#1_0,1,9,9,9
187,-141210354#0,1745910346,1545781276,4,highway.residential,"6932.85,6208.07 6935.46,6209.46 6961.86,6226.35 6973.62,6233.72 6980.96,6237.89",70.66,13.89,-141210354#0_0,1,9,9,9
188,-141210354#1,1545688539,1745910346,4,highway.residential,"6876.82,6176.42 6920.18,6201.11",65.88,13.89,-141210354#1_0,1,9,9,9
189,-141210355,1545781393,1545781469,7,highway.secondary,"6619.60,6627.76 6644.07,6652.78 6689.20,6684.25 7041.33,6892.69 7166.13,6961.47 7182.34,6972.50 7209.83,6993.71 7247.13,7024.12 7276.57,7051.24 7317.57,7096.52",858.14,13.89,-141210355_0,2,9,9,9
190,-141210358,2156306283,1545781393,7,highway.secondary,"6582.91,6063.20 6531.20,6160.12 6507.63,6236.81 6498.56,6272.66 6495.61,6335.32 6498.37,6389.16 6501.01,6418.71 6514.30,6466.91 6541.69,6524.58 6556.68,6549.06 6584.77,6587.13 6609.81,6617.01",623.14,13.89,-141210358_0,2,9,9,9
191,-141210360#0,1545781376,1545781370,4,highway.residential,"6671.32,6511.31 6667.52,6509.66",11.60,13.89,-141210360#0_0,1,9,9,9
192,-141210360#1,1545829986,1545781376,4,highway.residential,"6776.38,6557.09 6684.54,6517.07",119.67,13.89,-141210360#1_0,1,9,9,9
193,-141210362#3,221579008,1545781222,7,highway.secondary,"7884.02,6067.31 7876.46,6062.76 7853.87,6058.00 7818.95,6057.91 7785.36,6056.80 7718.92,6049.66 7690.32,6045.79 7676.81,6044.27 7628.18,6040.61 7579.17,6039.16 7519.37,6040.52 7447.76,6049.07 7370.51,6063.31 7246.28,6085.13 7188.31,6086.26 7130.55,6075.06 7066.36,6042.40",850.68,13.89,-141210362#3_0,2,9,9,9
194,-141210362#4,1545829892,221579008,7,highway.secondary,"7932.30,6127.66 7914.29,6102.22 7903.19,6085.90 7898.07,6079.82",79.36,13.89,-141210362#4_0,2,9,9,9
195,-141210364,1545781376,1545781315,4,highway.residential,"6679.72,6505.24 6745.64,6313.69",210.04,13.89,-141210364_0,1,9,9,9
196,-141210365,1545781246,1545781228,4,highway.residential,"7038.57,6148.44 6921.81,6073.57",145.95,13.89,-141210365_0,1,9,9,9
197,-141210366,1545781246,1545781233,4,highway.residential,"7047.99,6144.01 7050.54,6139.91 7055.50,6133.02 7058.98,6131.04",30.38,13.89,-141210366_0,1,9,9,9
198,-141210367,1545781031,1545781109,4,highway.residential,"5974.05,5492.83 5962.39,5504.17 5965.68,5508.06 5968.94,5512.37 6036.48,5523.48 6057.10,5526.50",121.84,13.89,-141210367_0,1,9,9,9
199,-141210371#2,1545781218,1545781151,4,highway.residential,"6362.54,5934.84 6363.29,5913.47 6362.32,5906.76 6360.31,5894.31 6360.36,5874.84 6361.58,5854.33 6361.13,5838.98 6356.61,5825.05 6344.72,5806.33 6324.62,5779.81 6286.07,5722.45 6260.94,5688.86 6251.51,5676.56 6241.55,5663.61 6216.24,5639.79 6185.50,5617.29 6147.55,5596.17 6121.00,5583.75 6104.48,5579.58 6099.79,5577.50 6093.95,5573.17 6091.27,5568.39 6090.05,5561.62 6089.83,5553.95 6091.11,5547.01",517.76,13.89,-141210371#2_0,1,9,9,9
200,-141210375#1,1545781125,1545781031,5,highway.unclassified,"6350.00,5530.44 6205.17,5527.78 6156.29,5524.94 6135.92,5521.46 6105.16,5515.98 6081.49,5511.09 6027.93,5500.94 6012.89,5498.20 5986.76,5494.10 5975.40,5492.40",385.86,13.89,-141210375#1_0,1,9,9,9
201,-141210376#0,1745910329,1545781246,4,highway.residential,"7025.96,6178.07 7040.24,6156.19",40.56,13.89,-141210376#0_0,1,9,9,9
202,-141210376#1,279300575,1745910329,4,highway.residential,"7016.39,6193.09 7018.22,6190.18",17.53,13.89,-141210376#1_0,1,9,9,9
203,-141210376#2,1745910348,279300575,4,highway.residential,"7008.89,6204.18 7009.01,6204.02",12.88,13.89,-141210376#2_0,1,9,9,9
204,-141210376#3,1545781276,1745910348,4,highway.residential,"6988.41,6236.11 6996.07,6224.48 7001.39,6215.58",38.31,13.89,-141210376#3_0,1,9,9,9
205,-141210381,1545781222,1545781233,4,highway.residential,"7059.31,6045.32 7057.18,6051.83 7053.66,6061.73 7052.48,6068.53 7053.54,6080.72 7056.91,6099.23 7061.85,6117.38 7064.20,6122.48",98.53,13.89,-141210381_0,1,9,9,9
206,-141213640#1,1545829892,1545829921,4,highway.residential,"7931.58,6137.83 7788.88,6199.99",166.82,13.89,-141213640#1_0,1,9,9,9
207,-141213641#1,929063078,1545829895,4,highway.residential,"7411.57,6167.34 7401.30,6167.47 7368.40,6165.83 7354.83,6164.50 7337.21,6162.40 7321.69,6158.31 7311.56,6153.07 7299.95,6144.15 7287.33,6132.74 7278.69,6128.10 7269.06,6127.70 7241.13,6131.28 7211.64,6134.44 7181.69,6138.07 7172.23,6139.67 7165.36,6140.66 7155.97,6143.37 7127.96,6156.41",313.31,13.89,-141213641#1_0,1,9,9,9
208,-141213641#2,1545829863,929063078,4,highway.residential,"7854.19,6095.00 7840.82,6088.54 7836.09,6087.22 7829.45,6085.58 7820.16,6085.27 7812.17,6087.22 7805.35,6090.87 7753.39,6134.59 7731.65,6144.99 7719.45,6149.02 7692.03,6153.47 7667.97,6150.49 7628.54,6136.41 7617.73,6129.27 7601.45,6111.58 7588.40,6100.47 7582.81,6093.47 7574.61,6087.98 7569.34,6086.57 7560.51,6090.72 7554.93,6095.44 7538.76,6118.71 7528.18,6131.14 7518.10,6142.41 7506.54,6150.81 7492.47,6156.15 7456.26,6163.85 7437.46,6166.82 7427.06,6167.05",521.04,13.89,-141213641#2_0,1,9,9,9
209,-141213642#0,1545829950,276038236,4,highway.residential,"7629.47,6360.52 7703.63,6420.65 7701.74,6427.88 7660.42,6506.29",195.95,13.89,-141213642#0_0,1,9,9,9
210,-141213642#1,1545829945,1545829950,4,highway.residential,"7602.87,6337.13 7618.41,6351.05",36.16,13.89,-141213642#1_0,1,9,9,9
211,-141213643#2,811088136,1545829892,7,highway.secondary,"8066.21,6308.19 8059.20,6305.75 8042.00,6285.31 8028.25,6264.72 7940.67,6139.55",215.72,13.89,-141213643#2_0,2,9,9,9
212,-141213644#2,1745910355,1545829982,4,highway.residential,"7450.54,6469.78 7442.91,6474.98 7439.57,6477.58 7430.05,6484.95 7390.31,6524.50",94.61,13.89,-141213644#2_0,1,9,9,9
213,-141213644#4,1545829945,1745910355,4,highway.residential,"7592.98,6340.23 7585.85,6349.51 7581.70,6353.69 7545.88,6391.33 7506.30,6429.15 7468.82,6457.45 7462.54,6461.67",193.64,13.89,-141213644#4_0,1,9,9,9
214,-141213644#5,1545829933,1545829945,4,highway.residential,"7630.23,6303.24 7601.93,6328.95",53.98,13.89,-141213644#5_0,1,9,9,9
215,-141213644#6,1545829863,1545829933,4,highway.residential,"7857.22,6104.43 7680.36,6257.71 7641.17,6293.30",302.15,13.89,-141213644#6_0,1,9,9,9
216,-141213645,1545829933,1545829950,4,highway.residential,"7640.25,6303.53 7641.96,6307.54 7639.64,6316.65 7634.04,6331.88 7629.10,6350.86 7628.63,6351.62",65.27,13.89,-141213645_0,1,9,9,9
217,-141213646#1,929062942,1545829975,4,highway.residential,"7281.85,6385.98 7285.86,6393.87 7291.87,6411.96 7296.71,6431.84 7302.56,6468.50 7305.07,6484.23 7305.85,6489.48",119.86,13.89,-141213646#1_0,1,9,9,9
218,-141213646#3,1545829895,929062942,4,highway.residential,"7126.66,6163.52 7149.05,6186.42 7204.04,6260.55 7233.49,6304.65 7274.71,6373.07",272.48,13.89,-141213646#3_0,1,9,9,9
219,-141213647#0,1545830004,1745910356,6,highway.tertiary,"7627.23,6634.94 7627.82,6634.88 7636.07,6635.79 7643.21,6637.57 7670.74,6656.48 7735.71,6697.79 7766.33,6717.32",175.14,13.89,-141213647#0_0,1,9,9,9
220,-141213647#2,1545830018,1545830004,6,highway.tertiary,"7573.94,6672.38 7581.26,6665.64 7593.67,6653.66 7602.17,6645.15 7607.97,6640.93 7613.34,6637.74",66.84,13.89,-141213647#2_0,1,9,9,9
221,-141214999,1545829975,1545848730,4,highway.residential,"7299.84,6499.14 7293.27,6501.26 7289.58,6503.14",22.48,13.89,-141214999_0,1,9,9,9
222,-141311477,1546911924,1546911928,3,highway.living_street,"9989.82,9439.99 9953.06,9474.35",64.84,2.78,-141311477_0,1,5,5,5
223,-141311478#0,565419763,1546911866,4,highway.residential,"9951.56,9193.34 9973.09,9172.76",44.71,8.33,-141311478#0_0,1,5,5,5
224,-141311478#1,1546911873,565419763,4,highway.residential,"9885.06,9253.00 9941.09,9203.01",89.06,8.33,-141311478#1_0,1,5,5,5
225,-141311478#2,cluster_1546911878_565419773,1546911873,4,highway.residential,"9862.26,9278.77 9875.35,9263.02",42.19,8.33,-141311478#2_0,1,5,5,5
226,-141311478#4,1546911901,cluster_1546911878_565419773,4,highway.residential,"9819.46,9328.49 9844.09,9301.99",57.72,8.33,-141311478#4_0,1,5,5,5
227,-141311478#5,1546911922,1546911901,4,highway.residential,"9763.13,9393.19 9809.88,9339.18",86.10,8.33,-141311478#5_0,1,5,5,5
228,-141311479,1546911980,650763180,3,highway.living_street,"10049.40,9894.95 10048.28,9893.61 10039.47,9884.25 9935.05,9773.24 9923.76,9764.38 9885.08,9723.37 9870.38,9699.91 9851.59,9680.84 9846.74,9673.98 9845.02,9668.68 9845.13,9662.06 9847.76,9657.80 9851.54,9653.55 9891.16,9619.13",387.67,2.78,-141311479_0,1,5,5,5
229,-141311480,1546911975,1546911973,4,highway.residential,"10124.20,9846.08 10154.88,9824.10 10163.53,9816.79 10166.04,9812.83",67.74,8.33,-141311480_0,1,5,5,5
230,-141311481,1546911945,1546911954,3,highway.living_street,"10167.15,9630.59 10133.50,9662.58",62.91,2.78,-141311481_0,1,5,5,5
231,-141316894#6,55249373,1546957658,4,highway.residential,"7638.64,7847.33 7638.02,7864.89 7636.78,7872.31 7634.22,7883.00 7632.12,7890.14 7629.46,7898.55 7619.79,7908.12 7615.29,7912.75 7609.72,7918.76 7596.51,7927.39 7566.11,7944.10",134.06,13.89,-141316894#6_0,1,6,6,6
232,-141316900,1546957702,cluster_1740616499_295537252,3,highway.living_street,"7170.71,8156.85 7171.44,8182.46",33.93,8.33,-141316900_0,1,8,8,8
233,-141317710#0,836528529,1740616485,4,highway.residential,"6465.20,8057.80 6504.36,8070.36 6554.97,8083.56",109.03,13.89,-141317710#0_0,1,8,8,8
234,-141317710#1,1546965753,836528529,4,highway.residential,"6347.78,8011.52 6417.48,8044.41 6451.21,8053.61",126.21,13.89,-141317710#1_0,1,8,8,8
235,-141317711,295537221,1553550154,4,highway.residential,"7025.73,8036.60 7025.96,8017.48 7011.74,7943.30 7003.51,7889.17 7002.80,7864.25 7007.94,7831.95 7014.90,7801.65 7016.86,7784.23",272.04,13.89,-141317711_0,1,8,8,8
236,-141317712#0,1546965753,1546965757,4,highway.residential,"6337.93,8016.35 6305.80,8067.10",74.65,13.89,-141317712#0_0,1,8,8,8
237,-141317712#1,836528531,1546965753,4,highway.residential,"6353.80,7990.98 6345.61,8004.13",30.02,13.89,-141317712#1_0,1,8,8,8
238,-141317712#2,1553550153,836528531,4,highway.residential,"6368.65,7964.98 6361.07,7978.63",30.14,13.89,-141317712#2_0,1,8,8,8
239,-141317712#4,344268058,1553550153,4,highway.residential,"6405.83,7880.51 6404.98,7884.20 6398.81,7902.11 6384.56,7933.37 6375.28,7952.30",92.92,13.89,-141317712#4_0,1,8,8,8
240,-141317712#5,838636213,344268058,4,highway.residential,"6441.81,7823.55 6439.20,7825.62 6421.05,7846.24 6410.77,7866.57",69.27,13.89,-141317712#5_0,1,8,8,8
241,-141317712#6,1202973290,838636213,4,highway.residential,"6494.48,7822.51 6491.23,7821.51 6477.16,7818.32 6463.30,7817.68 6452.42,7818.60",52.92,13.89,-141317712#6_0,1,8,8,8
242,-141317713#1,cluster_1546965746_1553988829,339180444,4,highway.residential,"6859.95,7964.45 6809.83,7995.04 6774.10,8020.27",118.34,13.89,-141317713#1_0,1,8,8,8
243,-141317713#3,1553988820,cluster_1546965746_1553988829,4,highway.residential,"6908.75,7952.92 6877.38,7958.98",49.04,13.89,-141317713#3_0,1,8,8,8
244,-141317717#0,1740616485,cluster_339180755_60637280,4,highway.residential,"6561.28,8094.34 6550.25,8135.42 6546.22,8152.31 6545.43,8162.12",91.07,13.89,-141317717#0_0,1,8,8,8
245,-141317717#1,1202973282,1740616485,4,highway.residential,"6582.48,7999.15 6575.81,8033.25 6564.94,8079.73",96.49,13.89,-141317717#1_0,1,8,8,8
246,-141317717#2,1202973715,1202973282,4,highway.residential,"6507.52,7834.92 6510.49,7851.15 6517.83,7871.72 6575.56,7947.67 6586.06,7967.19 6584.68,7984.61",186.50,13.89,-141317717#2_0,1,8,8,8
247,-141318154,cluster_1546973823_339137998,1546973815,4,highway.residential,"5716.20,8289.49 5715.88,8280.82 5713.24,8269.15 5702.76,8247.76 5684.31,8214.01 5676.79,8198.99 5668.46,8179.48 5664.78,8156.31",157.25,13.89,-141318154_0,1,8,8,8
248,-141323154,1547037148,1547037131,5,highway.unclassified,"9660.65,6920.00 9662.90,6914.64 9698.26,6837.25 9699.17,6830.84 9697.76,6826.36 9693.05,6822.81 9615.66,6787.56 9604.45,6786.19 9578.77,6788.88",247.60,13.89,-141323154_0,1,7,7,7
249,-141323156,1547037295,cluster_1547037289_560119275,4,highway.residential,"3657.93,10417.88 3666.30,10409.05 3700.57,10309.11",131.42,13.89,-141323156_0,1,0,0,0
250,-141323167#1,343011305,1547037118,6,highway.tertiary,"9986.05,6893.95 9859.43,6796.73 9771.24,6732.74 9621.71,6637.60 9571.64,6605.74 9559.34,6599.26 9534.91,6587.33 9524.74,6583.97",570.33,13.89,-141323167#1_0,1,7,7,7
251,-141323167#2,1695149168,343011305,6,highway.tertiary,"10225.37,7040.63 10099.43,6969.56 10052.49,6939.52 9998.92,6903.23",279.23,13.89,-141323167#2_0,1,7,7,7
252,-141323169#1,1547037271,1547037269,3,highway.living_street,"3616.52,9944.64 3620.49,9941.70 3637.15,9930.56",32.23,2.78,-141323169#1_0,1,0,0,0
253,-141323170#1,1547037278,1547037274,3,highway.living_street,"3643.68,9986.65 3652.62,9979.46 3664.25,9973.84",31.12,2.78,-141323170#1_0,1,0,0,0
254,-141323172#0,1547037263,1547037261,3,highway.living_street,"3599.17,9851.25 3656.95,9829.45",76.27,2.78,-141323172#0_0,1,0,0,0
255,-141323172#1,1547037265,1547037263,3,highway.living_street,"3553.27,9877.03 3583.51,9857.62 3585.41,9856.80",44.33,2.78,-141323172#1_0,1,0,0,0
256,-141323173#0,1547037269,1547037263,3,highway.living_street,"3638.54,9922.82 3595.57,9863.20",88.99,2.78,-141323173#0_0,1,0,0,0
257,-141323173#1,1547037274,1547037269,3,highway.living_street,"3666.89,9966.43 3661.03,9953.86 3646.98,9934.49",52.28,2.78,-141323173#1_0,1,0,0,0
258,-141323173#4,283400498,1547037274,3,highway.living_street,"3733.50,9988.70 3707.09,10005.17 3702.27,10004.71 3693.38,10009.91 3677.63,9987.78 3673.16,9979.18",93.74,2.78,-141323173#4_0,1,0,0,0
259,-141328157#5,55270032,55270432,4,highway.residential,"7804.63,7661.19 7806.00,7665.37 7805.84,7689.93 7805.95,7714.60 7807.52,7733.80 7812.74,7751.61 7820.68,7761.00 7830.30,7769.25 7842.78,7774.22 7857.26,7775.58 7933.89,7773.80 8027.46,7771.61 8081.85,7772.13 8142.47,7769.18 8159.24,7762.34",461.23,13.89,-141328157#5_0,1,6,6,6
260,-141475689#0,1548545277,1548545293,5,highway.unclassified,"5895.86,5995.82 5907.46,6021.88 5929.67,6058.47 5940.47,6084.44",106.22,13.89,-141475689#0_0,1,1,1,1
261,-141475689#6,2472887038,1548545277,5,highway.unclassified,"5468.76,5727.59 5525.64,5658.09 5594.73,5719.33 5614.44,5736.81 5627.14,5747.01 5643.52,5760.18 5653.65,5770.10 5731.44,5835.25 5765.52,5863.79 5840.16,5927.22 5876.55,5962.12 5887.95,5977.26 5890.19,5982.63",582.67,13.89,-141475689#6_0,1,1,1,1
262,-141475695,1548545293,1548545295,5,highway.unclassified,"5940.52,6084.56 5941.97,6087.65",10.87,13.89,-141475695_0,1,1,1,1
263,-141922140#0,1553550139,1553550142,4,highway.residential,"6753.39,7860.34 6740.74,7870.51 6698.10,7907.20",86.51,13.89,-141922140#0_0,1,8,8,8
