,id,from,to,priority,type,shape,length,speed,lane_id,num_lane,from_region,to_region,region
4871,35941470#6,286742747,cluster_286742749_520436384,7,highway.secondary,"3027.02,1919.37 3046.40,1863.54 3054.15,1836.43 3061.99,1790.22",159.45,13.89,35941470#6_0,2,11,11,11
4872,35941470#9,cluster_286742749_520436384,cluster_2405282168_2405282177_420179240,7,highway.secondary,"3068.33,1756.63 3097.90,1610.40 3106.34,1555.90 3110.00,1527.96",264.04,13.89,35941470#9_0,2,11,11,11
4873,35941472,420179299,420179297,3,highway.living_street,"2667.76,1457.36 2649.10,1447.93 2608.75,1440.67",67.81,2.78,35941472_0,1,11,11,11
4874,35967308#0,283161372,280044092,4,highway.residential,"4292.20,10328.97 4372.79,10323.64",97.30,8.33,35967308#0_0,1,0,0,0
4875,35967308#1,280044092,280044089,4,highway.residential,"4383.99,10327.35 4424.75,10395.95",84.77,8.33,35967308#1_0,1,0,0,0
4876,35967537,cluster_283400573_420413560,420413553,4,highway.residential,"3883.82,9509.16 3885.02,9504.05 3890.26,9494.22 3896.08,9487.19 3903.64,9481.75 3919.25,9479.41",57.32,13.89,35967537_0,1,0,0,0
4877,35967538,420413565,420413567,4,highway.residential,"3848.46,9517.49 3833.72,9540.12 3821.85,9562.44",67.15,13.89,35967538_0,1,0,0,0
4878,35967540#1,cluster_283400573_420413560,353952481,4,highway.residential,"3905.18,9513.21 3910.61,9512.15 3923.83,9512.34 3935.64,9521.73 3965.10,9560.63 4006.40,9601.54 4028.26,9622.00 4037.29,9635.99 4075.44,9703.84 4082.26,9711.89 4099.04,9728.88 4121.70,9750.63 4144.94,9773.79 4169.30,9798.13 4170.97,9799.99",420.81,8.33,35967540#1_0,1,0,0,0
4879,35969919#0,776483607,426903433,3,highway.living_street,"4117.00,8023.32 4137.23,8013.20",37.97,2.78,35969919#0_0,1,1,1,1
4880,35969919#2,426903433,420435743,3,highway.living_street,"4150.49,8007.59 4155.16,8006.06 4174.69,7996.84 4221.97,7975.79",84.62,2.78,35969919#2_0,1,1,1,1
4881,35969921#0,282256797,420435789,4,highway.residential,"3809.46,8115.87 3852.70,8101.87 3895.22,8092.30 3944.34,8080.15 3996.00,8067.27 4009.66,8063.63",214.42,8.33,35969921#0_0,1,1,1,1
4882,35969921#2,420435789,776483667,4,highway.residential,"4023.61,8060.09 4049.98,8053.74 4080.30,8045.71",71.73,8.33,35969921#2_0,1,1,1,1
4883,35969922#0,420435789,420435815,4,highway.residential,"4013.26,8056.75 4003.79,8030.47 3993.55,8002.53 3989.51,7992.61",82.98,8.33,35969922#0_0,1,1,1,1
4884,35969922#3,420435815,420435858,4,highway.residential,"3984.59,7979.39 3981.44,7970.02 3970.14,7938.25 3959.23,7906.61 3947.86,7878.01",122.19,8.33,35969922#3_0,1,1,1,1
4885,35969922#7,420435858,420438620,4,highway.residential,"3942.87,7864.58 3935.09,7842.00 3934.65,7840.88 3923.64,7812.62 3916.11,7793.29 3913.26,7785.35 3896.59,7738.83 3869.05,7668.29 3851.59,7623.18 3843.96,7602.05",294.90,8.33,35969922#7_0,1,1,1,1
4886,35969931#0,420435815,420435857,4,highway.residential,"3982.34,7989.49 3970.60,7993.94 3942.06,8004.82 3914.34,8014.16 3897.11,8019.33 3892.73,8019.45 3889.02,8016.78 3887.65,8015.93 3885.99,8014.88 3883.30,8009.71 3878.95,8000.61 3870.02,7977.92 3859.18,7948.59 3849.01,7919.49",216.88,13.89,35969931#0_0,1,1,1,1
4887,35969935#4,420435857,420435873,4,highway.residential,"3844.17,7905.72 3841.74,7898.87 3834.15,7877.90 3826.45,7856.67 3824.23,7850.87 3803.81,7797.29 3803.12,7795.46",132.31,13.89,35969935#4_0,1,1,1,1
4888,35969935#7,420435873,420438614,4,highway.residential,"3797.98,7782.01 3778.64,7731.38 3768.59,7704.66",97.35,13.89,35969935#7_0,1,1,1,1
4889,35969935#8,420438614,cluster_420438619_420438623_420438638,4,highway.residential,"3763.51,7691.17 3753.33,7664.07 3745.09,7645.95 3741.31,7638.72",75.73,13.89,35969935#8_0,1,1,1,1
4890,35969942,420435858,420435857,4,highway.residential,"3940.59,7874.96 3855.58,7910.76",106.90,13.89,35969942_0,1,1,1,1
4891,35969943#0,420435857,420435864,4,highway.residential,"3841.87,7916.07 3803.63,7929.58 3801.46,7930.34 3781.26,7936.96 3763.65,7937.66 3752.65,7916.54",110.25,13.89,35969943#0_0,1,1,1,1
4892,35969949,420435873,420435872,4,highway.residential,"3795.89,7792.25 3719.59,7821.78",89.03,13.89,35969949_0,1,1,1,1
4893,35970235,420438614,420438613,4,highway.residential,"3761.38,7701.69 3685.58,7736.39",90.80,13.89,35970235_0,1,1,1,1
4894,35970236#0,420438616,420438620,4,highway.residential,"3885.58,7580.40 3850.25,7593.62",55.22,8.33,35970236#0_0,1,1,1,1
4895,35970236#1,420438620,cluster_420438619_420438623_420438638,4,highway.residential,"3836.79,7598.83 3817.48,7606.55 3784.82,7618.11 3766.24,7624.05",100.12,8.33,35970236#1_0,1,1,1,1
4896,35970237#0,cluster_420438619_420438623_420438638,420438642,4,highway.residential,"3737.91,7632.16 3729.02,7620.24 3715.16,7603.82 3713.89,7602.52",55.43,13.89,35970237#0_0,1,1,1,1
4897,35970237#1,420438642,420438632,4,highway.residential,"3703.82,7592.22 3698.14,7586.40 3693.40,7582.50 3685.73,7576.18",41.05,13.89,35970237#1_0,1,1,1,1
4898,35970238#0,420438637,426932619,4,highway.residential,"3848.32,7478.29 3846.04,7479.18",20.25,8.33,35970238#0_0,1,1,1,1
4899,35970238#1,426932619,420438639,4,highway.residential,"3833.94,7485.21 3804.09,7503.99 3766.41,7523.68 3739.94,7537.03 3731.44,7541.57",130.44,8.33,35970238#1_0,1,1,1,1
4900,35970238#2,420438639,420438632,4,highway.residential,"3718.71,7548.36 3699.49,7558.64 3687.68,7565.99",52.25,8.33,35970238#2_0,1,1,1,1
4901,35970238#3,420438632,420747841,4,highway.residential,"3673.32,7567.70 3654.75,7556.67 3637.06,7546.83 3629.20,7542.46 3590.45,7521.16 3579.60,7514.44",122.23,8.33,35970238#3_0,1,1,1,1
4902,35970239#0,cluster_420438619_420438623_420438638,420438639,4,highway.residential,"3754.99,7618.90 3729.08,7558.08 3726.04,7550.94",93.89,13.89,35970239#0_0,1,1,1,1
4903,35970240,420438642,420438640,4,highway.residential,"3705.73,7602.44 3674.23,7631.02 3645.37,7652.67",85.78,13.89,35970240_0,1,1,1,1
4904,35995532#0,420747845,426932629,4,highway.residential,"3799.72,7355.41 3799.38,7355.61",19.19,13.89,35995532#0_0,1,1,1,1
4905,35995532#1,426932629,420747841,4,highway.residential,"3785.69,7362.43 3758.46,7373.76 3750.87,7378.57 3702.40,7409.20 3633.36,7461.90 3580.83,7504.49",266.40,13.89,35995532#1_0,1,1,1,1
4906,35995533,420747841,420747840,4,highway.residential,"3570.81,7515.59 3511.00,7613.13",121.63,13.89,35995533_0,1,1,1,1
4907,35995534#0,420747857,426932637,3,highway.living_street,"3754.89,7235.59 3753.81,7235.86",19.48,2.78,35995534#0_0,1,1,1,1
4908,35995534#1,426932637,270306318,3,highway.living_street,"3740.00,7240.80 3727.59,7246.63",27.89,2.78,35995534#1_0,1,1,1,1
4909,35995534#2,270306318,420747849,3,highway.living_street,"3715.75,7253.08 3702.73,7261.20 3672.38,7280.14 3594.30,7334.05 3525.48,7390.60 3483.52,7433.82",310.08,2.78,35995534#2_0,1,1,1,1
4910,35995535,420747850,420747852,4,highway.residential,"3416.97,7520.38 3437.27,7535.90 3463.57,7551.27",63.45,13.89,35995535_0,1,1,1,1
4911,35995536#0,420747849,420747850,4,highway.residential,"3473.70,7444.64 3462.74,7457.60 3420.17,7507.22 3415.98,7512.54",103.68,13.89,35995536#0_0,1,1,1,1
4912,35995536#1,420747850,420747846,4,highway.residential,"3407.08,7523.87 3380.17,7558.11",50.71,13.89,35995536#1_0,1,1,1,1
4913,35995537,420747841,420747849,3,highway.living_street,"3566.32,7506.10 3533.09,7482.89 3512.40,7468.50 3493.04,7453.15 3481.93,7444.05",119.26,2.78,35995537_0,1,1,1,1
4914,35995538,420747849,423885672,4,highway.residential,"3470.54,7434.71 3461.55,7427.34 3405.85,7380.99 3384.90,7360.95",127.55,8.33,35995538_0,1,1,1,1
4915,361078826#0,1419490264,1419490270,4,highway.residential,"9886.46,5606.29 9852.01,5594.48 9848.01,5594.79 9844.82,5598.17 9833.95,5631.24 9831.25,5639.74 9831.32,5643.45 9833.75,5645.54 9869.26,5656.85",152.46,13.89,361078826#0_0,1,9,9,9
4916,361842020,1545224893,55265910,6,highway.tertiary,"8539.86,7812.53 8537.16,7814.44 8532.21,7815.78 8528.76,7815.48",25.49,13.89,361842020_0,1,6,6,6
4917,361842021,88321281,1545224874,6,highway.tertiary,"8525.90,7787.48 8529.40,7786.65 8533.20,7786.76 8534.08,7787.02",18.93,13.89,361842021_0,1,6,6,6
4918,361842023,1545224874,1545224893,6,highway.tertiary,"8544.17,7795.08 8545.49,7800.75",19.11,13.89,361842023_0,1,6,6,6
4919,361842028,88321280,88321281,6,highway.tertiary,"8519.26,7792.24 8519.40,7792.11",8.11,13.89,361842028_0,1,6,6,6
4920,361842033,55270032,88319599,6,highway.tertiary,"7794.97,7657.59 7793.77,7657.47 7790.16,7655.86 7787.25,7653.20 7786.57,7651.96",23.53,13.89,361842033_0,1,6,6,6
4921,361842042,88320292,55270032,6,highway.tertiary,"7808.99,7643.68 7809.17,7644.33 7808.95,7648.27 7807.49,7651.94 7806.62,7652.95",23.49,13.89,361842042_0,1,6,6,6
4922,361842050,339687072,339687074,6,highway.tertiary,"5136.46,9173.88 5135.79,9173.75",14.49,13.89,361842050_0,1,0,0,0
4923,361842053,339687074,339687076,6,highway.tertiary,"5128.92,9163.71 5128.90,9163.57 5129.21,9161.90",14.66,13.89,361842053_0,1,0,0,0
4924,361842056,1018942194,339687071,6,highway.tertiary,"5150.35,9161.50 5150.81,9162.90 5150.68,9164.14",15.55,13.89,361842056_0,1,0,0,0
4925,361842057,339687076,1018942194,6,highway.tertiary,"5137.61,9153.32 5140.52,9152.73 5141.35,9152.93",16.76,13.89,361842057_0,1,0,0,0
4926,362148570#0,1419490259,1419490256,4,highway.residential,"9981.83,5497.08 9989.06,5476.59",36.70,13.89,362148570#0_0,1,9,9,9
4927,362148570#1,1419490256,1419490248,4,highway.residential,"9994.17,5461.72 10006.74,5424.13",54.68,13.89,362148570#1_0,1,9,9,9
4928,362148570#2,1419490248,1419490247,4,highway.residential,"10011.22,5410.50 10024.62,5368.91",58.38,13.89,362148570#2_0,1,9,9,9
4929,362486820,3667868441,60642642,9,highway.primary,"9569.13,8442.02 9531.19,8389.58 9487.98,8326.36 9465.26,8295.19 9458.97,8285.74 9439.91,8262.76",222.05,19.44,362486820_0,2,6,6,6
4930,362486822,cluster_3667868338_429162184,670955716,9,highway.primary,"9661.39,8568.04 9660.18,8566.20 9654.04,8559.01 9650.54,8556.26",55.67,13.89,362486822_0,2,6,6,6
4931,362486823#0,3667868441,707384275,9,highway.primary,"9577.60,8437.34 9585.93,8450.43 9601.59,8473.92 9616.07,8495.10 9622.99,8503.99 9627.57,8507.06",97.44,19.44,362486823#0_0,2,6,6,6
4932,362486824#0,cluster_3667868449_429162176,284165245,6,highway.secondary_link,"9684.57,8508.80 9670.19,8517.96 9663.40,8521.99",57.97,13.89,362486824#0_0,1,6,6,6
4933,362486825#0,cluster_3667868449_429162176,cluster_3667868338_429162184,6,highway.secondary_link,"9687.21,8512.00 9684.34,8515.02 9675.81,8524.13 9672.78,8530.19 9670.08,8537.04 9669.06,8546.94 9670.56,8557.26 9671.33,8559.14",114.30,13.89,362486825#0_0,1,6,6,6
4934,36342488,423885675,270306318,4,highway.residential,"3663.23,7143.14 3718.76,7241.28",126.92,13.89,36342488_0,1,1,1,1
4935,36342489#0,423885672,423885689,4,highway.residential,"3376.72,7360.78 3370.38,7366.87 3369.43,7367.78 3328.16,7410.80 3290.35,7449.58",131.00,8.33,36342489#0_0,1,1,1,1
4936,36714417#0,426767410,426767412,9,highway.primary,"12148.62,7067.66 12106.01,6949.55 11893.56,6360.91 11790.13,6074.25",1056.26,27.78,36714417#0_0,2,10,10,10
4937,36714418,426767412,335768427,9,highway.primary,"11790.05,6074.02 11717.49,5879.49",221.12,19.44,36714418_0,2,10,10,10
4938,36714419,cluster_335768431_88296015,335768396,9,highway.primary,"11703.04,5834.21 11702.55,5832.82",25.30,13.89,36714419_0,2,10,10,10
4939,36726405,270306315,426888381,4,highway.residential,"3678.24,7118.52 3653.07,7083.13 3616.19,7028.88 3589.00,6998.58",164.87,13.89,36726405_0,1,1,1,1
4940,36726406,426888381,426888387,3,highway.living_street,"3588.90,6985.91 3685.65,6883.44",147.87,2.78,36726406_0,1,1,1,1
4941,36726408#0,426888389,426888391,4,highway.residential,"3464.20,7267.74 3423.53,7216.96",79.37,13.89,36726408#0_0,1,1,1,1
4942,36726408#1,426888391,426888381,4,highway.residential,"3414.30,7205.83 3400.03,7189.22 3397.02,7182.80 3396.77,7178.48 3398.10,7173.83 3413.88,7158.63 3423.41,7149.77 3472.66,7100.52 3508.59,7063.91 3578.92,6995.99",304.08,13.89,36726408#1_0,1,1,1,1
4943,36726409#0,426888391,360354703,4,highway.residential,"3415.35,7216.14 3399.16,7228.23 3374.85,7244.11 3358.81,7252.63 3331.40,7254.71 3314.46,7263.14 3290.55,7286.76 3264.49,7312.60 3255.69,7321.32 3236.41,7340.04 3211.55,7364.21 3201.93,7373.55 3154.42,7420.96 3141.45,7429.24 3134.23,7430.87 3126.30,7429.11 3117.40,7423.33 3102.58,7409.42 3080.93,7384.15",438.70,8.33,36726409#0_0,1,1,1,1
4944,36728394#0,426903433,426903451,3,highway.living_street,"4138.78,8005.87 4127.65,7992.36 4111.03,7969.25 4102.29,7956.78",76.92,2.78,36728394#0_0,1,1,1,1
4945,36728394#2,426903451,426903472,3,highway.living_street,"4093.97,7944.90 4093.19,7943.80 4090.16,7939.31 4082.98,7921.69 4082.19,7920.08 4074.53,7904.41 4067.57,7894.49 4059.80,7874.82 4056.26,7865.78",101.47,2.78,36728394#2_0,1,1,1,1
4946,36728394#4,426903472,426903474,3,highway.living_street,"4051.02,7852.36 4044.24,7835.02 4042.91,7831.71 4028.15,7794.97",76.49,2.78,36728394#4_0,1,1,1,1
4947,36728394#6,426903474,282661422,3,highway.living_street,"4022.38,7780.59 4022.12,7779.95 4011.25,7754.63 3947.83,7596.00",214.34,2.78,36728394#6_0,1,1,1,1
4948,36728395,426903451,426903453,3,highway.living_street,"4105.53,7944.71 4126.85,7934.83 4188.16,7906.94",98.66,2.78,36728395_0,1,1,1,1
4949,36728399,426903472,426903473,3,highway.living_street,"4061.25,7854.34 4141.52,7822.22",93.67,2.78,36728399_0,1,1,1,1
4950,36728400#0,426903490,426903474,3,highway.living_street,"3991.42,7801.04 4004.50,7794.19 4018.84,7787.64",48.68,2.78,36728400#0_0,1,1,1,1
4951,36728400#2,426903474,426903475,3,highway.living_street,"4033.48,7783.69 4109.67,7759.74",89.86,2.78,36728400#2_0,1,1,1,1
4952,36728403,426903475,426903478,5,highway.unclassified,"4115.91,7764.13 4116.23,7772.16 4118.28,7776.88 4125.87,7794.69 4128.84,7796.80",40.22,13.89,36728403_0,1,1,1,1
4953,36728407#0,282661422,426903495,4,highway.residential,"3951.74,7583.95 3991.74,7561.18 4024.65,7533.82 4040.15,7517.97 4059.25,7500.43 4077.87,7485.58 4105.47,7463.57",203.09,8.33,36728407#0_0,1,1,1,1
4954,36729128#0,426912647,426912652,4,highway.residential,"3755.17,7067.21 3776.08,7066.02",38.51,8.33,36729128#0_0,1,1,1,1
4955,36729128#1,426912652,426912650,4,highway.residential,"3790.38,7065.04 3795.45,7064.63 3812.89,7064.04 3831.68,7062.21 3837.78,7060.12 3844.40,7056.07",63.95,8.33,36729128#1_0,1,1,1,1
4956,36729129#0,426912652,426932540,4,highway.residential,"3785.94,7074.36 3786.63,7078.04 3791.54,7092.65 3797.56,7109.31 3829.82,7167.00 3848.34,7195.36",153.05,8.33,36729129#0_0,1,1,1,1
4957,36729129#1,426932540,426912666,4,highway.residential,"3856.31,7207.56 3866.25,7222.78 3902.47,7275.06",95.89,8.33,36729129#1_0,1,1,1,1
4958,36729132#0,426912666,426916096,3,highway.living_street,"3910.84,7276.91 3919.35,7271.62 3958.33,7242.88 3958.77,7242.47",73.74,2.78,36729132#0_0,1,1,1,1
4959,36729132#1,426916096,426912670,3,highway.living_street,"3969.32,7232.65 3978.04,7224.54 3992.96,7208.30",41.48,2.78,36729132#1_0,1,1,1,1
4960,36729134#0,426912666,426916088,3,highway.living_street,"3910.94,7287.29 3913.83,7291.46 3948.50,7340.45 3968.94,7369.90",116.13,2.78,36729134#0_0,1,1,1,1
4961,36729134#1,426916088,426912663,3,highway.living_street,"3977.21,7381.81 3981.21,7387.59 3985.70,7394.05 4014.78,7433.56 4051.61,7462.47 4060.78,7468.20 4064.09,7471.15",133.07,2.78,36729134#1_0,1,1,1,1
4962,36729135,426912666,426912676,4,highway.residential,"3899.67,7287.23 3891.41,7291.88 3867.75,7303.39 3813.41,7327.86 3811.57,7328.70",115.54,8.33,36729135_0,1,1,1,1
4963,36729468,426916092,426916088,4,highway.residential,"3852.99,7433.17 3888.00,7414.87 3931.48,7394.04 3964.31,7379.04",142.46,8.33,36729468_0,1,1,1,1
4964,36729469#0,426916096,426916106,3,highway.living_street,"3971.45,7242.82 4033.00,7301.74 4045.68,7316.16 4050.61,7325.23 4052.30,7335.82 4051.10,7337.85",140.09,2.78,36729469#0_0,1,1,1,1
4965,36729469#1,426916106,426916103,3,highway.living_street,"4040.18,7346.95 4033.48,7350.53",14.02,2.78,36729469#1_0,1,1,1,1
4966,36729471,426916106,426916107,3,highway.living_street,"4051.97,7345.93 4063.94,7355.68",23.18,2.78,36729471_0,1,1,1,1
4967,36731129,426932540,420747857,4,highway.residential,"3844.41,7207.22 3804.76,7221.78 3775.82,7229.95",91.14,8.33,36731129_0,1,1,1,1
4968,36731130,426932544,426932547,5,highway.unclassified,"3768.17,6551.12 3778.66,6560.37 3785.24,6570.90 3790.33,6607.64",77.59,13.89,36731130_0,1,1,1,1
4969,36731133#0,426932560,426932561,3,highway.living_street,"4095.44,6205.88 4096.15,6228.00 4089.61,6295.95 4088.00,6308.14",119.93,2.78,36731133#0_0,1,1,1,1
4970,36731133#1,426932561,426932564,3,highway.living_street,"4085.96,6323.57 4077.85,6384.88 4053.51,6395.17",106.09,2.78,36731133#1_0,1,1,1,1
4971,36731133#2,426932564,426932596,3,highway.living_street,"4039.14,6401.26 4029.94,6405.15 3975.48,6418.72",79.31,2.78,36731133#2_0,1,1,1,1
4972,36731134,426932561,426932564,3,highway.living_street,"4077.42,6319.19 4059.03,6327.64 4055.67,6337.85 4047.05,6388.10",103.25,2.78,36731134_0,1,1,1,1
4973,36731135,426932567,426932571,3,highway.living_street,"3811.71,6473.11 3843.68,6588.42 3860.31,6583.41 3881.43,6564.14 3856.36,6459.48",293.76,2.78,36731135_0,1,1,1,1
4974,36731136,426932583,426932596,3,highway.living_street,"3938.85,6260.14 3947.26,6287.95 3953.55,6332.19 3967.92,6411.54",172.44,2.78,36731136_0,1,1,1,1
4975,36731137,426932596,426932598,3,highway.living_street,"3970.56,6426.58 3983.46,6502.37",84.53,2.78,36731137_0,1,1,1,1
4976,36731138#0,426932571,426932567,3,highway.living_street,"3849.58,6455.62 3815.59,6466.12",50.15,2.78,36731138#0_0,1,1,1,1
4977,36731138#1,426932567,426932548,3,highway.living_street,"3801.73,6469.99 3782.72,6475.10 3765.55,6484.67",46.91,2.78,36731138#1_0,1,1,1,1
4978,36731139#0,426932619,426932629,4,highway.residential,"3834.71,7473.99 3829.76,7459.89 3820.03,7435.84 3815.37,7422.79 3811.00,7408.90 3799.81,7380.32 3794.59,7368.91 3793.06,7365.39",130.97,8.33,36731139#0_0,1,1,1,1
4979,36731139#1,426932629,426932637,4,highway.residential,"3787.74,7351.07 3787.05,7348.89 3774.89,7314.40 3758.55,7271.63 3747.38,7243.91",130.29,8.33,36731139#1_0,1,1,1,1
4980,36770353,427524975,241861108,13,highway.motorway,"11882.37,1923.01 11863.14,1983.16",65.35,27.78,36770353_0,2,2,2,2
4981,36770354,31383596,2543953721,11,highway.trunk,"11405.38,3115.79 11376.87,3292.16 11359.91,3432.20 11341.83,3537.72",427.01,22.22,36770354_0,2,2,2,2
4982,36901727,88296023,395436006,7,highway.secondary,"11352.74,6128.45 11334.76,6181.61 11315.77,6254.83 11299.01,6319.36 11275.42,6385.97 11250.36,6440.19 11118.18,6679.83",602.22,27.78,36901727_0,2,10,10,10
4983,36901728,395436006,429162170,7,highway.secondary,"11118.03,6680.09 11081.45,6746.56",76.18,19.44,36901728_0,2,10,10,10
4984,36901729#0,429162170,88296880,7,highway.secondary,"11081.32,6746.79 11009.94,6879.09 10960.35,6964.82 10894.89,7085.35 10858.93,7150.67 10763.31,7315.85 10753.91,7333.24 10752.68,7339.13 10751.45,7345.24 10754.93,7357.47 10756.44,7360.36",710.80,13.89,36901729#0_0,2,10,7,-1
4985,36901730,429162172,255736343,7,highway.secondary,"10727.55,7499.32 10724.55,7523.75 10720.78,7538.55 10717.68,7550.77 10709.03,7574.92 10697.44,7596.12 10686.20,7612.59 10674.59,7627.03 10660.04,7641.53 10634.71,7664.30 10540.45,7743.22 10535.43,7747.04",328.24,19.44,36901730_0,2,7,7,7
4986,36901731#0,88298104,2969279911,7,highway.secondary,"10227.94,8080.89 10221.74,8089.75",13.55,13.89,36901731#0_0,2,7,7,7
4987,36901731#1,2969279911,88298197,7,highway.secondary,"10221.75,8094.72 10209.81,8106.77 10180.59,8143.03 10165.46,8165.70 10163.98,8169.19",105.16,13.89,36901731#1_0,2,7,7,7
4988,36901733#0,429162186,cluster_3667868338_429162184,9,highway.primary,"9727.90,8664.25 9712.21,8642.49 9685.09,8601.50",85.31,13.89,36901733#0_0,2,6,6,6
4989,36901735,429162195,850614714,9,highway.primary,"10330.55,9505.60 10375.65,9567.36",76.77,19.44,36901735_0,2,7,7,7
4990,36975976#0,522631497,252897382,6,highway.tertiary,"9794.79,10227.17 9769.76,10244.43 9747.49,10258.46 9732.54,10267.50 9715.39,10275.32 9700.11,10281.36 9685.50,10285.63 9667.99,10288.54 9651.41,10290.30 9636.95,10290.20 9622.51,10288.61 9606.22,10285.91 9593.23,10282.92 9575.20,10276.87 9563.36,10271.59 9546.55,10263.38 9533.14,10255.09 9509.62,10238.59 9491.93,10225.70 9467.87,10210.79 9456.20,10205.63 9444.39,10201.50 9431.50,10197.51 9418.47,10194.38 9404.86,10192.75 9393.15,10192.31 9380.86,10192.10 9371.96,10192.96 9357.19,10194.69 9337.11,10198.95 9313.65,10203.42 9301.97,10205.35 9288.50,10207.23 9274.27,10208.01 9264.73,10207.89 9250.69,10206.88 9239.53,10205.39 9227.23,10202.61 9218.04,10200.23 9206.85,10196.47 9196.28,10191.80 9185.66,10186.96 9174.99,10180.59",664.36,19.44,36975976#0_0,1,5,5,5
4991,36975979#0,60642642,1545597012,9,highway.primary,"9439.42,8262.13 9360.73,8152.20 9284.40,8038.35 9260.40,8002.85",319.81,13.89,36975979#0_0,2,6,6,6
4992,36975979#1,1545597012,60642638,9,highway.primary,"9251.98,7990.40 9209.11,7927.10",93.04,13.89,36975979#1_0,2,6,6,6
4993,36975979#2,60642638,cluster_1000814379_1585848132_2156306303_280951885_280951892_280951893_280951896_280951898_60640942,9,highway.primary,"9203.89,7919.07 9165.20,7854.58",105.06,13.89,36975979#2_0,2,6,6,6
4994,36975981#0,60634423,60634418,7,highway.secondary,"8200.41,8644.96 8160.94,8730.88 8109.10,8828.17 8071.16,8896.27 8040.34,8952.23 7976.55,9039.77 7957.46,9059.75",489.06,19.44,36975981#0_0,2,6,8,-1
4995,36975982#0,60635855,60634541,6,highway.tertiary,"8973.84,10029.19 8905.76,9978.63 8868.53,9946.41 8845.03,9921.43 8837.01,9910.67 8814.86,9878.89 8793.13,9836.66 8782.61,9806.52 8774.52,9778.82 8769.96,9752.24 8764.70,9710.32 8764.73,9677.30 8763.67,9640.61 8760.66,9589.21 8757.64,9562.81 8750.31,9533.13 8740.28,9504.66 8728.78,9484.31 8714.89,9463.77 8700.48,9449.44",681.14,19.44,36975982#0_0,1,5,5,5
4996,37102555,304652954,cluster_2155911454_2155911455_304652967_431476213,6,highway.tertiary,"8390.80,7548.99 8422.18,7539.25 8459.29,7519.46 8493.76,7491.63",130.58,13.89,37102555_0,1,6,6,6
4997,37102556#0,304652956,304652954,6,highway.tertiary,"8419.45,7549.96 8417.40,7550.01 8409.16,7550.17 8391.78,7552.14",39.42,13.89,37102556#0_0,1,6,6,6
4998,37113997#0,2156363434,cluster_2156363441_431688959,5,highway.unclassified,"3040.51,4767.61 3010.03,4786.23 3009.07,4786.79",50.28,13.89,37113997#0_0,1,1,1,1
4999,37284980#0,434431422,335892757,3,highway.living_street,"10792.27,8583.72 10817.34,8564.66 10899.25,8500.38",135.79,2.78,37284980#0_0,1,7,7,7
5000,37386775,282661418,282661443,6,highway.tertiary,"4202.61,6175.84 4201.80,6198.95 4180.41,6360.43 4180.70,6379.13 4188.09,6399.45 4198.10,6415.55 4210.18,6426.88 4228.24,6437.87 4252.46,6444.60 4280.22,6447.63 4304.40,6448.73",380.57,13.89,37386775_0,1,1,1,1
5001,37410909#0,288118101,287232198,4,highway.residential,"7945.75,7351.30 7939.00,7349.66 7918.38,7345.36 7901.16,7343.48 7874.05,7338.75 7848.83,7334.46 7802.78,7327.05 7772.30,7321.48 7742.22,7308.99",215.76,8.33,37410909#0_0,1,9,9,9
5002,37410909#3,287232198,437160378,4,highway.residential,"7728.74,7301.96 7716.79,7294.37 7683.11,7276.51 7658.62,7263.98 7623.15,7247.54 7535.65,7209.70",222.07,8.33,37410909#3_0,1,9,9,9
5003,37411036#0,275997409,437163159,4,highway.residential,"7450.81,6971.22 7325.08,6902.39",157.97,8.33,37411036#0_0,1,9,9,9
5004,37411036#1,437163159,437163160,4,highway.residential,"7312.46,6895.60 7291.67,6884.60",30.54,8.33,37411036#1_0,1,9,9,9
5005,37411037,437163159,1371671915,4,highway.residential,"7321.82,6890.36 7338.92,6861.91",40.53,13.89,37411037_0,1,9,9,9
5006,37412365#0,1556009057,74969577,9,highway.primary,"11135.68,4672.17 11175.60,4755.62 11212.48,4830.22",177.51,13.89,37412365#0_0,2,10,10,10
5007,37412365#1,74969577,74969575,9,highway.primary,"11217.70,4840.88 11321.07,5052.22",251.17,13.89,37412365#1_0,2,10,10,10
5008,37412365#2,74969575,cluster_2663131828_355012353,9,highway.primary,"11327.55,5064.95 11345.93,5100.17 11399.88,5212.02",186.68,13.89,37412365#2_0,2,10,10,10
5009,37412365#4,cluster_2663131828_355012353,335762261,9,highway.primary,"11412.42,5238.96 11475.40,5367.36 11482.39,5380.34",182.63,13.89,37412365#4_0,2,10,10,10
5010,37412365#6,335762261,355013134,9,highway.primary,"11490.80,5394.06 11497.28,5403.19 11511.37,5418.66 11525.91,5432.00 11542.21,5446.21",88.76,13.89,37412365#6_0,2,10,10,10
5011,37412366#0,335768396,335763476,9,highway.primary,"11698.08,5819.77 11695.80,5812.95 11677.02,5763.42 11647.21,5681.85",163.28,13.89,37412366#0_0,2,10,10,10
5012,37763704,442968277,442968295,4,highway.residential,"7942.36,1555.26 7934.56,1547.62 7879.25,1539.76 7837.89,1538.10 7800.83,1540.40",154.96,13.89,37763704_0,1,3,3,3
5013,37763706#0,442967933,442968324,4,highway.residential,"7804.31,1719.31 7809.40,1678.62 7810.07,1660.18",74.08,13.89,37763706#0_0,1,3,3,3
